id,user_message,store_label,memory_category,importance_score,memory_text,rationale,source_file
cc_175,I need restaurants with ingredient lists.,1,critical_constraint,5,User needs restaurants with ingredient lists.,Food safety.,constraints2.csv
dns_079,I just mailed a letter.,0,do_not_store,1,,Completed task.,nostore1.csv
dns_077,I got a flat tire this morning.,0,do_not_store,1,,Temporary event.,nostore1.csv
cc_041,"I don't have a car, so plans need to be public-transit accessible.",1,critical_constraint,5,User does not have a car and needs public-transit-accessible plans.,Transportation constraint affects recommendations.,constraints1.csv
sp_087,I prefer fantasy movies over action movies.,1,stable_preference_goal,4,User prefers fantasy movies.,Stable preference likely useful in future conversations.,preference1.csv
tc_131,I'm preparing slides for Friday's presentation.,1,temporary_context,2,User is preparing slides for Friday's presentation.,Short-term work task.,temporary2.csv
rc_138,I normally go to Costco once a month.,1,useful_recurring_context,3,User shops at Costco monthly.,Recurring shopping habit.,recurrent2.csv
tc_103,I'm preparing for my certification exam this week.,1,temporary_context,2,User is preparing for a certification exam this week.,Temporary study context.,temporary2.csv
dns_052,I took the bus today.,0,do_not_store,1,,One-day transportation detail.,nostore1.csv
cc_140,I cannot eat shrimp.,1,critical_constraint,5,User has a shrimp allergy or must avoid shrimp.,Food constraint.,constraints2.csv
tc_127,I'm covering the front desk this afternoon.,1,temporary_context,2,User is covering the front desk this afternoon.,Temporary work duty.,temporary2.csv
tc_091,I'm attending training all day Friday.,1,temporary_context,2,User is attending training on Friday.,One-time work event.,temporary1.csv
dns_043,My package finally arrived.,0,do_not_store,1,,Resolved event.,nostore1.csv
tc_032,I have jury duty next Wednesday.,1,temporary_context,2,User has jury duty next Wednesday.,One-time obligation.,temporary1.csv
dns_018,This song is catchy.,0,do_not_store,1,,Momentary opinion.,nostore1.csv
sp_034,I play the piano for fun.,1,stable_preference_goal,4,User enjoys playing piano.,Stable hobby or interest.,preference1.csv
sp_030,I really enjoy gardening.,1,stable_preference_goal,4,User enjoys gardening.,Stable hobby or interest.,preference1.csv
tc_135,I'm helping my friend study for the bar exam.,1,temporary_context,2,User is helping a friend study for the bar exam.,Temporary commitment.,temporary2.csv
rc_105,I go climbing every Monday.,1,useful_recurring_context,3,User goes climbing every Monday.,Recurring hobby.,recurrent2.csv
tc_177,I'm organizing photos for my parents' anniversary.,1,temporary_context,2,User is organizing photos for parents' anniversary.,Temporary project.,temporary2.csv
rc_013,I work best after I've had coffee.,1,useful_recurring_context,3,User works best after having coffee.,Recurring productivity context.,recurrent1.csv
dns_126,The cookies smelled amazing.,0,do_not_store,1,,Passing observation.,nostore2.csv
sp_165,I usually shop secondhand first.,1,stable_preference_goal,4,User prefers shopping secondhand.,Lifestyle.,preference2.csv
tc_141,I'm practicing my presentation every evening this week.,1,temporary_context,2,User is practicing a presentation every evening this week.,Temporary preparation.,temporary2.csv
sp_100,I prefer working in the morning.,1,stable_preference_goal,4,User prefers working in the morning.,Stable preference likely useful in future conversations.,preference1.csv
sp_170,I enjoy swimming laps.,1,stable_preference_goal,4,User enjoys lap swimming.,Interest.,preference2.csv
dns_039,The movie theater was packed.,0,do_not_store,1,,One-time observation.,nostore1.csv
dns_066,I got a haircut today.,0,do_not_store,1,,One-time event.,nostore1.csv
sp_174,I enjoy collecting postcards.,1,stable_preference_goal,4,User collects postcards.,Hobby.,preference2.csv
sp_022,I always keep hot sauce in my kitchen.,1,stable_preference_goal,4,User likes hot sauce.,Stable food or drink preference.,preference1.csv
dns_042,I need to charge my phone.,0,do_not_store,1,,Immediate need.,nostore1.csv
tc_036,I'm training a new coworker this week.,1,temporary_context,2,User is training a coworker this week.,Temporary work task.,temporary1.csv
tc_061,I'm pet-sitting two rabbits until Friday.,1,temporary_context,2,User is pet-sitting rabbits until Friday.,Temporary responsibility.,temporary1.csv
sp_083,I like working from coffee shops.,1,stable_preference_goal,4,User enjoys working from coffee shops.,Stable preference likely useful in future conversations.,preference1.csv
cc_142,I can't do overnight trips because I care for my father.,1,critical_constraint,5,User cannot do overnight trips due to caregiving.,Scheduling.,constraints2.csv
rc_155,I always review recipes before grocery shopping.,1,useful_recurring_context,3,User reviews recipes before grocery shopping.,Recurring cooking habit.,recurrent2.csv
cc_173,I need blackout curtains because of migraines.,1,critical_constraint,5,User needs blackout curtains due to migraines.,Health.,constraints2.csv
cc_135,I need frequent breaks because of chronic pain.,1,critical_constraint,5,User needs frequent breaks because of chronic pain.,Health.,constraints2.csv
dns_068,I forgot my password again.,0,do_not_store,1,,Temporary problem.,nostore1.csv
tc_101,I'm staying at my brother's place until my lease starts.,1,temporary_context,2,User is temporarily staying with their brother until their lease starts.,Temporary living arrangement.,temporary2.csv
tc_059,I'm practicing for a recital next week.,1,temporary_context,2,User is practicing for a recital.,Short-term preparation.,temporary1.csv
sp_127,I'm working toward becoming a data scientist.,1,stable_preference_goal,4,User's goal is to become a data scientist.,Career goal.,preference2.csv
cc_122,I have mobility limitations and need seating whenever possible.,1,critical_constraint,5,User has mobility limitations and needs seating.,Accessibility.,constraints2.csv
rc_152,I usually bring snacks to my volunteer shift.,1,useful_recurring_context,3,User usually brings snacks to volunteer shifts.,Recurring habit.,recurrent2.csv
rc_008,I take my dog to training class every Tuesday night.,1,useful_recurring_context,3,User takes their dog to training every Tuesday night.,Recurring commitment.,recurrent1.csv
dns_181,The air conditioner is loud.,0,do_not_store,1,,Temporary observation.,nostore2.csv
tc_066,I'm cleaning out my garage this weekend.,1,temporary_context,2,User is cleaning the garage this weekend.,Temporary project.,temporary1.csv
rc_162,I usually visit my niece once a month.,1,useful_recurring_context,3,User visits niece monthly.,Recurring family visit.,recurrent2.csv
tc_005,I have an exam on Monday.,1,temporary_context,2,User has an exam on Monday.,Temporary academic event.,temporary1.csv
dns_097,I just got a notification.,0,do_not_store,1,,Momentary event.,nostore1.csv
rc_077,I always call my accountant before tax season.,1,useful_recurring_context,3,User calls their accountant before tax season.,Recurring annual task.,recurrent1.csv
tc_055,I'm packing for my trip tomorrow.,1,temporary_context,2,User is packing for a trip tomorrow.,Immediate context.,temporary1.csv
cc_136,I can't tolerate extreme heat due to multiple sclerosis.,1,critical_constraint,5,User should avoid extreme heat because of multiple sclerosis.,Medical.,constraints2.csv
rc_111,I clean my inbox every Monday morning.,1,useful_recurring_context,3,User cleans their inbox every Monday morning.,Recurring productivity habit.,recurrent2.csv
dns_037,My laptop fan is loud today.,0,do_not_store,1,,Temporary observation.,nostore1.csv
sp_183,I prefer shopping at farmers markets.,1,stable_preference_goal,4,User prefers farmers markets.,Preference.,preference2.csv
sp_178,I enjoy volunteering at food banks.,1,stable_preference_goal,4,User enjoys volunteering at food banks.,Interest.,preference2.csv
rc_148,I normally donate clothes every fall.,1,useful_recurring_context,3,User donates clothes every fall.,Recurring seasonal habit.,recurrent2.csv
rc_191,I typically go for a walk during lunch.,1,useful_recurring_context,3,User usually walks during lunch.,Recurring wellness habit.,recurrent2.csv
sp_114,I love browsing used bookstores.,1,stable_preference_goal,4,User enjoys used bookstores.,Interest.,preference2.csv
sp_078,I usually shop at local bookstores.,1,stable_preference_goal,4,User prefers local bookstores.,Stable preference likely useful in future conversations.,preference1.csv
sp_148,I'm trying to be more environmentally friendly.,1,stable_preference_goal,4,User's goal is to live more sustainably.,Goal.,preference2.csv
cc_037,I observe Shabbat and don't work from Friday evening to Saturday evening.,1,critical_constraint,5,User observes Shabbat and does not work from Friday evening to Saturday evening.,Religious scheduling constraint should be remembered.,constraints1.csv
dns_006,I'm feeling a little sleepy right now.,0,do_not_store,1,,Transient feeling.,nostore1.csv
tc_050,I'm taking care of my friend's plants while they're away.,1,temporary_context,2,User is caring for a friend's plants temporarily.,Temporary responsibility.,temporary1.csv
sp_167,I enjoy trying local coffee wherever I travel.,1,stable_preference_goal,4,User enjoys trying local coffee while traveling.,Preference.,preference2.csv
tc_162,I'm helping my cousin move into college.,1,temporary_context,2,User is helping a cousin move into college.,Temporary commitment.,temporary2.csv
rc_099,I review my notes after every class.,1,useful_recurring_context,3,User reviews notes after every class.,Recurring study habit.,recurrent1.csv
cc_193,I require tactile paving or guidance in unfamiliar places.,1,critical_constraint,5,User requires tactile guidance in unfamiliar places.,Accessibility.,constraints2.csv
sp_193,I prefer handwritten birthday cards.,1,stable_preference_goal,4,User prefers handwritten birthday cards.,Preference.,preference2.csv
tc_067,I'm finishing a big work deadline today.,1,temporary_context,2,User has a major work deadline today.,Immediate work context.,temporary1.csv
tc_075,I'm staying with my parents while my apartment is repaired.,1,temporary_context,2,User is temporarily staying with parents.,Temporary lodging.,temporary1.csv
dns_145,The lights are really bright.,0,do_not_store,1,,Temporary observation.,nostore2.csv
dns_086,I'm eating an apple.,0,do_not_store,1,,Current activity.,nostore1.csv
rc_065,I typically spend Saturday mornings gardening.,1,useful_recurring_context,3,User gardens on Saturday mornings.,Recurring hobby.,recurrent1.csv
rc_186,I typically call my cousin every month.,1,useful_recurring_context,3,User calls cousin monthly.,Recurring family habit.,recurrent2.csv
dns_056,My internet is working again.,0,do_not_store,1,,Resolved issue.,nostore1.csv
dns_045,I'm listening to music.,0,do_not_store,1,,Current activity.,nostore1.csv
tc_140,I'm shadowing a surgeon tomorrow.,1,temporary_context,2,User is shadowing a surgeon tomorrow.,One-time educational event.,temporary2.csv
sp_200,I like listening to science podcasts.,1,stable_preference_goal,4,User enjoys science podcasts.,Interest.,preference2.csv
rc_085,I always read the news with breakfast.,1,useful_recurring_context,3,User reads the news with breakfast.,Recurring habit.,recurrent1.csv
dns_085,I can't believe how windy it is.,0,do_not_store,1,,Environmental observation.,nostore1.csv
rc_015,I take my medication every night at 9.,1,useful_recurring_context,3,User takes medication every night at 9.,Recurring routine.,recurrent1.csv
rc_195,I always review my packing list before trips.,1,useful_recurring_context,3,User reviews packing list before trips.,Recurring travel habit.,recurrent2.csv
rc_040,I usually watch a movie on Friday nights.,1,useful_recurring_context,3,User usually watches a movie on Friday nights.,Recurring leisure activity.,recurrent1.csv
tc_196,I'm visiting my old college this weekend.,1,temporary_context,2,User is visiting their old college this weekend.,Temporary trip.,temporary2.csv
rc_012,I usually wake up around 6 a.m.,1,useful_recurring_context,3,User usually wakes up around 6 a.m.,Recurring routine.,recurrent1.csv
rc_059,I normally schedule deep work in the mornings.,1,useful_recurring_context,3,User usually schedules deep work in the mornings.,Recurring productivity pattern.,recurrent1.csv
dns_065,My shoes are wet.,0,do_not_store,1,,Temporary condition.,nostore1.csv
dns_196,I almost forgot my wallet.,0,do_not_store,1,,Temporary event.,nostore2.csv
tc_105,I'm borrowing my mom's car for the next few days.,1,temporary_context,2,User is borrowing their mother's car for a few days.,Temporary transportation.,temporary2.csv
cc_063,My lease doesn't allow overnight guests.,1,critical_constraint,5,User's lease does not allow overnight guests.,Housing rule is a hard constraint.,constraints1.csv
dns_036,This meeting is taking forever.,0,do_not_store,1,,Momentary opinion.,nostore1.csv
sp_025,I enjoy wine tasting on vacations.,1,stable_preference_goal,4,User enjoys wine tasting.,Stable food or drink preference.,preference1.csv
cc_011,"I'm on blood thinners, so I need to avoid activities with a high injury risk.",1,critical_constraint,5,User is on blood thinners and should avoid high-injury-risk activities.,Medical constraint affects activity recommendations.,constraints1.csv
cc_133,I need soft foods after my jaw surgery.,1,critical_constraint,5,User currently needs soft foods after jaw surgery.,Medical.,constraints2.csv
rc_169,I usually review code before submitting it.,1,useful_recurring_context,3,User reviews code before submission.,Recurring workflow.,recurrent2.csv
dns_060,My printer finally works.,0,do_not_store,1,,Resolved issue.,nostore1.csv
rc_136,I usually listen to language lessons while driving.,1,useful_recurring_context,3,User listens to language lessons while driving.,Recurring learning habit.,recurrent2.csv
sp_104,I really enjoy historical fiction.,1,stable_preference_goal,4,User enjoys historical fiction.,Stable interest.,preference2.csv
dns_185,I got splashed by a puddle.,0,do_not_store,1,,One-time event.,nostore2.csv
rc_160,I always wash dishes right after dinner.,1,useful_recurring_context,3,User washes dishes after dinner.,Recurring habit.,recurrent2.csv
sp_092,I love cozy cafés.,1,stable_preference_goal,4,User enjoys cozy cafés.,Stable preference likely useful in future conversations.,preference1.csv
cc_067,I cannot work weekends.,1,critical_constraint,5,User cannot work weekends.,Scheduling constraint affects job and planning recommendations.,constraints1.csv
cc_117,"I'm undergoing chemotherapy, so crowded events aren't safe for me.",1,critical_constraint,5,User is undergoing chemotherapy and should avoid crowded events.,Medical safety.,constraints2.csv
dns_143,The meeting started late.,0,do_not_store,1,,One-time event.,nostore2.csv
dns_012,My internet was slow earlier today.,0,do_not_store,1,,Temporary issue.,nostore1.csv
dns_147,That was a close game.,0,do_not_store,1,,Passing reaction.,nostore2.csv
rc_128,I normally buy groceries after yoga.,1,useful_recurring_context,3,User usually buys groceries after yoga.,Recurring routine.,recurrent2.csv
rc_044,I make pancakes every Sunday morning.,1,useful_recurring_context,3,User makes pancakes every Sunday morning.,Recurring tradition.,recurrent1.csv
sp_112,I enjoy attending live theater.,1,stable_preference_goal,4,User enjoys live theater.,Interest.,preference2.csv
cc_070,I can't have alcohol because of my medication.,1,critical_constraint,5,User cannot have alcohol because of medication.,Medication interaction is a critical constraint.,constraints1.csv
sp_081,I prefer texting over phone calls.,1,stable_preference_goal,4,User prefers texting over phone calls.,Stable preference likely useful in future conversations.,preference1.csv
dns_069,I found a penny on the sidewalk.,0,do_not_store,1,,Trivial observation.,nostore1.csv
tc_028,I'm celebrating my birthday this weekend.,1,temporary_context,2,User is celebrating their birthday this weekend.,Upcoming event.,temporary1.csv
tc_190,I'm taking a break from social media until finals are over.,1,temporary_context,2,User is taking a temporary social media break until finals.,Temporary goal.,temporary2.csv
tc_063,I'm staying at a hotel for work this week.,1,temporary_context,2,User is staying at a hotel this week.,Temporary lodging.,temporary1.csv
cc_153,I have a spinal fusion and can't twist my back.,1,critical_constraint,5,User has a spinal fusion limiting twisting.,Physical.,constraints2.csv
sp_028,I play tennis every chance I get.,1,stable_preference_goal,4,User enjoys tennis.,Stable hobby or interest.,preference1.csv
sp_064,I hope to adopt a dog next year.,1,stable_preference_goal,4,User's goal is to adopt a dog.,Stable long-term goal or aspiration.,preference1.csv
dns_005,My coffee is cold.,0,do_not_store,1,,Temporary observation.,nostore1.csv
sp_125,I enjoy watching soccer.,1,stable_preference_goal,4,User enjoys watching soccer.,Interest.,preference2.csv
tc_053,I'm working overtime this month.,1,temporary_context,2,User is working overtime this month.,Temporary work pattern.,temporary1.csv
sp_024,I love farmers markets.,1,stable_preference_goal,4,User enjoys visiting farmers markets.,Stable food or drink preference.,preference1.csv
cc_043,I have childcare responsibilities every weekday after 5.,1,critical_constraint,5,User has childcare responsibilities every weekday after 5.,Hard scheduling constraint affects planning.,constraints1.csv
rc_172,I usually charge my laptop overnight.,1,useful_recurring_context,3,User charges laptop overnight.,Recurring habit.,recurrent2.csv
sp_079,I prefer cooler weather.,1,stable_preference_goal,4,User prefers cool weather.,Stable preference likely useful in future conversations.,preference1.csv
dns_136,I finally sat down.,0,do_not_store,1,,Current status.,nostore2.csv
cc_060,"I'm pregnant, so I need pregnancy-safe workout suggestions.",1,critical_constraint,5,User is pregnant and needs pregnancy-safe workout suggestions.,Health constraint affects fitness recommendations.,constraints1.csv
tc_100,I'm preparing for hurricane season this week.,1,temporary_context,2,User is preparing for hurricane season.,Seasonal preparation.,temporary1.csv
dns_178,I almost dropped my phone.,0,do_not_store,1,,Temporary event.,nostore2.csv
sp_029,Photography is my favorite hobby.,1,stable_preference_goal,4,User enjoys photography.,Stable hobby or interest.,preference1.csv
sp_077,I like staying in boutique hotels.,1,stable_preference_goal,4,User prefers boutique hotels.,Stable preference likely useful in future conversations.,preference1.csv
sp_095,I usually travel with only a carry-on.,1,stable_preference_goal,4,User prefers traveling with only a carry-on.,Stable preference likely useful in future conversations.,preference1.csv
rc_134,I usually clean the kitchen before bed.,1,useful_recurring_context,3,User cleans the kitchen before bed.,Recurring household habit.,recurrent2.csv
dns_104,I just missed the bus.,0,do_not_store,1,,Temporary event.,nostore2.csv
sp_131,I'm trying to visit every Major League Baseball stadium.,1,stable_preference_goal,4,User's goal is to visit every MLB stadium.,Goal.,preference2.csv
sp_115,I prefer handwritten notes.,1,stable_preference_goal,4,User prefers handwritten notes.,Preference.,preference2.csv
rc_156,I typically update my budget every payday.,1,useful_recurring_context,3,User updates budget every payday.,Recurring financial routine.,recurrent2.csv
tc_060,I'm waiting to hear back about my application.,1,temporary_context,2,User is waiting for an application decision.,Temporary status.,temporary1.csv
tc_171,I'm finishing my continuing education credits this month.,1,temporary_context,2,User is finishing continuing education credits this month.,Temporary professional task.,temporary2.csv
cc_091,"I have chronic fatigue, so packed schedules don't work for me.",1,critical_constraint,5,User has chronic fatigue and packed schedules do not work for them.,Health constraint affects planning.,constraints1.csv
sp_075,I want to improve my cooking skills.,1,stable_preference_goal,4,User's goal is to improve cooking skills.,Stable long-term goal or aspiration.,preference1.csv
cc_066,I need fully remote work because I can't commute.,1,critical_constraint,5,User needs fully remote work because they cannot commute.,Hard employment/transportation constraint.,constraints1.csv
sp_180,I prefer nonfiction books.,1,stable_preference_goal,4,User prefers nonfiction books.,Reading preference.,preference2.csv
dns_142,My keyboard is dusty.,0,do_not_store,1,,Temporary observation.,nostore2.csv
rc_109,I always refill my water bottle before meetings.,1,useful_recurring_context,3,User refills their water bottle before meetings.,Recurring habit.,recurrent2.csv
rc_028,I call my sister every Friday.,1,useful_recurring_context,3,User calls their sister every Friday.,Recurring routine.,recurrent1.csv
cc_144,I need unscented cleaning products.,1,critical_constraint,5,User requires unscented cleaning products.,Sensitivity.,constraints2.csv
sp_137,I'd like to become a better public speaker.,1,stable_preference_goal,4,User's goal is to improve public speaking.,Goal.,preference2.csv
tc_179,I'm learning this software before my project starts.,1,temporary_context,2,User is learning software before a project.,Temporary preparation.,temporary2.csv
sp_162,I enjoy hosting dinner parties.,1,stable_preference_goal,4,User enjoys hosting dinner parties.,Interest.,preference2.csv
rc_194,I usually clean my coffee maker once a month.,1,useful_recurring_context,3,User cleans coffee maker monthly.,Recurring maintenance.,recurrent2.csv
sp_039,I enjoy kayaking.,1,stable_preference_goal,4,User enjoys kayaking.,Stable hobby or interest.,preference1.csv
cc_019,"I don't drink alcohol at all, so please don't suggest bars or wine tastings for me.",1,critical_constraint,5,User does not drink alcohol and does not want alcohol-centered recommendations.,Hard constraint for activity and venue suggestions.,constraints1.csv
sp_154,I enjoy listening to vinyl records.,1,stable_preference_goal,4,User enjoys listening to vinyl records.,Interest.,preference2.csv
rc_175,I always send invoices on Fridays.,1,useful_recurring_context,3,User sends invoices on Fridays.,Recurring work task.,recurrent2.csv
dns_105,The office was noisy today.,0,do_not_store,1,,Passing observation.,nostore2.csv
dns_101,I'm waiting for the microwave.,0,do_not_store,1,,Immediate activity.,nostore1.csv
cc_074,I can't take stimulants because they worsen my heart arrhythmia.,1,critical_constraint,5,User cannot take stimulants because they worsen heart arrhythmia.,Medical constraint should be remembered.,constraints1.csv
dns_174,The floor is slippery.,0,do_not_store,1,,Temporary observation.,nostore2.csv
rc_053,I meditate before bed most nights.,1,useful_recurring_context,3,User meditates before bed most nights.,Recurring wellness habit.,recurrent1.csv
rc_108,I normally take my dog to the park before work.,1,useful_recurring_context,3,User usually takes their dog to the park before work.,Recurring routine.,recurrent2.csv
sp_202,I prefer working on one project at a time.,1,stable_preference_goal,4,User prefers focusing on one project at a time.,Work style.,preference2.csv
cc_005,"I have Type 1 diabetes, so I need to be careful with sugar and carb-heavy meals.",1,critical_constraint,5,User has Type 1 diabetes and needs to be careful with sugar and carb-heavy meals.,Medical condition constrains recommendations and planning.,constraints1.csv
rc_174,I usually check flight prices on Tuesdays.,1,useful_recurring_context,3,User checks flight prices on Tuesdays.,Recurring travel planning.,recurrent2.csv
sp_141,I hope to retire near the ocean.,1,stable_preference_goal,4,User's long-term goal is to retire near the ocean.,Goal.,preference2.csv
rc_171,I typically make coffee before starting work.,1,useful_recurring_context,3,User makes coffee before starting work.,Recurring morning routine.,recurrent2.csv
tc_102,I'm attending a three-day training beginning Monday.,1,temporary_context,2,User is attending a three-day training beginning Monday.,Short-term work event.,temporary2.csv
tc_010,I'm moving apartments next month.,1,temporary_context,2,User is moving apartments next month.,Upcoming life event.,temporary1.csv
tc_025,I'm trying a new medication this week.,1,temporary_context,2,User is trying a new medication this week.,Temporary health context.,temporary1.csv
tc_191,I'm organizing files before my performance review.,1,temporary_context,2,User is organizing files before a performance review.,Temporary work preparation.,temporary2.csv
sp_004,I really enjoy trying new bakeries.,1,stable_preference_goal,4,User enjoys trying new bakeries.,Stable food or drink preference.,preference1.csv
cc_134,I cannot bike because of my balance disorder.,1,critical_constraint,5,User cannot bike due to a balance disorder.,Safety.,constraints2.csv
cc_123,I cannot carry heavy luggage because of a shoulder injury.,1,critical_constraint,5,User cannot carry heavy luggage because of a shoulder injury.,Physical limitation.,constraints2.csv
cc_182,I cannot ski because of a previous spinal injury.,1,critical_constraint,5,User cannot ski because of a spinal injury.,Physical.,constraints2.csv
rc_031,I normally answer messages after dinner.,1,useful_recurring_context,3,User usually answers messages after dinner.,Recurring communication habit.,recurrent1.csv
rc_082,I normally organize my desk every Friday.,1,useful_recurring_context,3,User organizes their desk every Friday.,Recurring habit.,recurrent1.csv
sp_198,I enjoy making espresso at home.,1,stable_preference_goal,4,User enjoys making espresso at home.,Interest.,preference2.csv
tc_030,I'm helping my parents move this weekend.,1,temporary_context,2,User is helping parents move this weekend.,Temporary commitment.,temporary1.csv
cc_163,I cannot consume alcohol-based sauces.,1,critical_constraint,5,User cannot consume alcohol-based sauces.,Dietary.,constraints2.csv
tc_194,I'm watching extra kids during spring break.,1,temporary_context,2,User is watching extra children during spring break.,Temporary responsibility.,temporary2.csv
tc_006,I'm staying with friends until Sunday.,1,temporary_context,2,User is staying with friends until Sunday.,Temporary lodging.,temporary1.csv
tc_195,I'm helping set up booths for the street fair.,1,temporary_context,2,User is helping set up booths for the street fair.,Temporary volunteer task.,temporary2.csv
sp_050,Cycling is one of my favorite hobbies.,1,stable_preference_goal,4,User enjoys cycling.,Stable hobby or interest.,preference1.csv
tc_108,I'm sleeping on the couch until my bedroom is painted.,1,temporary_context,2,User is temporarily sleeping on the couch while the bedroom is painted.,Temporary living situation.,temporary2.csv
sp_126,My goal is to complete a triathlon someday.,1,stable_preference_goal,4,User's goal is to complete a triathlon.,Long-term goal.,preference2.csv
sp_009,I'm a huge fan of barbecue.,1,stable_preference_goal,4,User enjoys barbecue.,Stable food or drink preference.,preference1.csv
rc_042,I practice Spanish for 20 minutes every day.,1,useful_recurring_context,3,User practices Spanish daily.,Recurring learning habit.,recurrent1.csv
rc_188,I normally review my portfolio every quarter.,1,useful_recurring_context,3,User reviews portfolio quarterly.,Recurring financial planning.,recurrent2.csv
rc_178,I normally polish my shoes on Sundays.,1,useful_recurring_context,3,User polishes shoes on Sundays.,Recurring maintenance.,recurrent2.csv
cc_093,I can't eat onions or garlic because of my IBS.,1,critical_constraint,5,User cannot eat onions or garlic because of IBS.,Medical dietary constraint affects food recommendations.,constraints1.csv
cc_080,I have claustrophobia and need to avoid tight enclosed spaces.,1,critical_constraint,5,User has claustrophobia and needs to avoid tight enclosed spaces.,Safety/mental health constraint affects activity recommendations.,constraints1.csv
rc_009,I meal prep every Sunday.,1,useful_recurring_context,3,User meal preps every Sunday.,Recurring habit.,recurrent1.csv
rc_125,I usually spend Sunday mornings reading the newspaper.,1,useful_recurring_context,3,User reads the newspaper on Sunday mornings.,Recurring habit.,recurrent2.csv
cc_053,"I can't swim, so please don't suggest water activities unless they're safe for non-swimmers.",1,critical_constraint,5,User cannot swim and needs water activities to be safe for non-swimmers.,Safety constraint affects activity recommendations.,constraints1.csv
sp_062,I want to start my own business someday.,1,stable_preference_goal,4,User's long-term goal is to start a business.,Stable long-term goal or aspiration.,preference1.csv
rc_123,I usually visit my favorite bakery on Saturdays.,1,useful_recurring_context,3,User visits their favorite bakery on Saturdays.,Recurring outing.,recurrent2.csv
cc_137,I'm immunosuppressed after a transplant.,1,critical_constraint,5,User is immunosuppressed after a transplant.,Medical.,constraints2.csv
cc_021,I can't drive because of my vision impairment.,1,critical_constraint,5,User cannot drive because of a vision impairment.,Transportation constraint should affect planning.,constraints1.csv
sp_053,I want to become fluent in Spanish.,1,stable_preference_goal,4,User's goal is to become fluent in Spanish.,Stable long-term goal or aspiration.,preference1.csv
tc_080,I'm getting over jet lag.,1,temporary_context,2,User is recovering from jet lag.,Temporary condition.,temporary1.csv
cc_179,I need to avoid high humidity because of my lung disease.,1,critical_constraint,5,User should avoid high humidity due to lung disease.,Medical.,constraints2.csv
tc_109,I'm taking a week off after this project ends.,1,temporary_context,2,User plans to take a week off after the current project.,Short-term schedule.,temporary2.csv
tc_197,I'm reorganizing my closet today.,1,temporary_context,2,User is reorganizing their closet today.,Temporary household task.,temporary2.csv
sp_036,I like building LEGO sets.,1,stable_preference_goal,4,User enjoys building LEGO sets.,Stable hobby or interest.,preference1.csv
sp_015,I really like Mediterranean food.,1,stable_preference_goal,4,User enjoys Mediterranean food.,Stable food or drink preference.,preference1.csv
tc_084,I'm shadowing another department this week.,1,temporary_context,2,User is shadowing another department this week.,Temporary work assignment.,temporary1.csv
tc_062,I'm trying intermittent fasting this month.,1,temporary_context,2,User is trying intermittent fasting this month.,Temporary experiment.,temporary1.csv
sp_091,I prefer Android phones.,1,stable_preference_goal,4,User prefers Android phones.,Stable preference likely useful in future conversations.,preference1.csv
dns_110,The checkout line moved quickly.,0,do_not_store,1,,Passing observation.,nostore2.csv
cc_004,I can't eat dairy because I'm seriously lactose intolerant.,1,critical_constraint,5,User is severely lactose intolerant and cannot eat dairy.,Dietary intolerance affects future food suggestions.,constraints1.csv
dns_175,I needed a flashlight.,0,do_not_store,1,,Immediate need.,nostore2.csv
tc_192,I'm waiting for my custom glasses to be finished.,1,temporary_context,2,User is waiting for custom glasses.,Temporary status.,temporary2.csv
dns_028,I think it's going to rain.,0,do_not_store,1,,Short-term speculation.,nostore1.csv
sp_043,I enjoy baking bread.,1,stable_preference_goal,4,User enjoys baking bread.,Stable hobby or interest.,preference1.csv
rc_192,I usually schedule haircuts every eight weeks.,1,useful_recurring_context,3,User schedules haircuts every eight weeks.,Recurring grooming routine.,recurrent2.csv
rc_102,I check my calendar every evening.,1,useful_recurring_context,3,User checks their calendar every evening.,Recurring planning habit.,recurrent2.csv
rc_018,I attend church every Sunday.,1,useful_recurring_context,3,User attends church every Sunday.,Recurring activity.,recurrent1.csv
tc_158,I'm preparing gift bags for the fundraiser.,1,temporary_context,2,User is preparing gift bags for a fundraiser.,Temporary task.,temporary2.csv
sp_105,I prefer podcasts over audiobooks.,1,stable_preference_goal,4,User prefers podcasts over audiobooks.,Stable media preference.,preference2.csv
sp_150,I want to become a better baker.,1,stable_preference_goal,4,User's goal is to improve baking.,Goal.,preference2.csv
tc_048,I'm helping organize a fundraiser this month.,1,temporary_context,2,User is organizing a fundraiser this month.,Temporary commitment.,temporary1.csv
sp_041,I love camping.,1,stable_preference_goal,4,User enjoys camping.,Stable hobby or interest.,preference1.csv
tc_137,I'm using vacation time to visit family next week.,1,temporary_context,2,User is visiting family next week using vacation time.,Temporary travel.,temporary2.csv
sp_103,Jazz is my favorite genre of music.,1,stable_preference_goal,4,User's favorite music genre is jazz.,Stable preference.,preference2.csv
cc_076,I need screen-reader-friendly instructions.,1,critical_constraint,5,User needs screen-reader-friendly instructions.,Accessibility constraint affects communication format.,constraints1.csv
sp_063,I'm working on becoming debt free.,1,stable_preference_goal,4,User's goal is to become debt free.,Stable long-term goal or aspiration.,preference1.csv
cc_009,I get severe migraines from bright flashing lights.,1,critical_constraint,5,User gets severe migraines from bright flashing lights.,Health trigger should be remembered for future recommendations.,constraints1.csv
